10:1000-2000,0
10:13500-14500,0
10:17500-18500,0
10:20500-21500,0
10:21500-22500,0
10:31500-32500,0
10:32500-33500,0
10:4000-5000,0
10:42000-43000,0
10:42500-43500,0
10:5500-6500,0
10:57500-58500,0
10:61500-62500,0.875
10:9000-10000,0
1:1003500-1004500,0.8307692307692308
1:1005000-1006000,0
1:1010000-1011000,0.8576779026217228
1:102000-103000,0.7680965147453083
1:1020500-1021500,0.7766599597585513
1:1026500-1027500,0.8979391560353287
1:1029500-1030500,0.8538961038961039
1:1034000-1035000,0.8065610859728507
1:1043000-1044000,0.8627838104639685
1:1052000-1053000,0.771047227926078
1:1056000-1057000,0
1:1057000-1058000,0.7910906298003072
1:1061500-1062500,0.8878504672897196
1:1063500-1064500,0.8049261083743843
1:107500-108500,0
1:1077500-1078500,0
1:1093000-1094000,0.75
1:1096500-1097500,0.7820895522388059
1:1097000-1098000,0.8050171037628279
1:1105500-1106500,0.908256880733945
1:1106500-1107500,0.888130968622101
1:1107000-1108000,0.787556904400607
1:1107500-1108500,0.8038922155688623
1:111500-112500,0
1:1115000-1116000,0.7813333333333333
1:1116000-1117000,0.8623417721518988
1:1117500-1118500,0.913086913086913
1:112000-113000,0.8761261261261262
1:1127000-1128000,0.8792415169660679
1:1128000-1129000,0.8760842627013631
1:1129000-1130000,0.875
1:113500-114500,0.8172531214528944
1:1139000-1140000,0.8206820682068207
1:1145000-1146000,0.8722986247544204
1:11500-12500,0.953
1:1150500-1151500,0.9187866927592955
1:1151000-1152000,0.943943943943944
1:1175000-1176000,0.8904761904761904
1:1177000-1178000,0.8737745098039216
1:1183500-1184500,0.9361914257228315
1:1185500-1186500,0.8287401574803149
1:1190500-1191500,0.8137847642079806
1:1203000-1204000,0.8305084745762712
1:1209000-1210000,0.842
1:1211500-1212500,0.8747126436781609
1:1223000-1224000,0.7327731092436974
1:1226000-1227000,0.8415937803692906
1:1229000-1230000,0.8771186440677966
1:1233500-1234500,0
1:1236500-1237500,0
1:1238000-1239000,0.8585858585858586
1:1239000-1240000,0.7844827586206896
1:1241000-1242000,0.8021164021164021
1:1244500-1245500,0.9302788844621513
1:1246000-1247000,0.8146679881070367
1:1249000-1250000,0.8825503355704698
1:125000-126000,0.919
1:1252500-1253500,0.9388164493480441
1:1265000-1266000,0.906187624750499
1:1265500-1266500,0.9311377245508982
1:127000-128000,0.8846153846153846
1:1270500-1271500,0.8102189781021898
1:1274000-1275000,0.9247311827956989
1:1276000-1277000,0.8326359832635983
1:1281000-1282000,0.9140316205533597
1:1288500-1289500,0
1:1289000-1290000,0
1:1294000-1295000,0.8445497630331753
1:130000-131000,0.8787375415282392
1:1301500-1302500,0.8515463917525773
1:1303500-1304500,0
1:1306000-1307000,0.8020833333333334
1:1306500-1307500,0.8324439701173959
1:1318000-1319000,0
1:1318500-1319500,0.8047445255474452
1:1322500-1323500,0.8791018998272885
1:1329500-1330500,0
1:1333000-1334000,0
1:1334000-1335000,0.7976878612716763
1:1342500-1343500,0.9023904382470119
1:1352500-1353500,0
1:1360000-1361000,0
1:1360500-1361500,0
1:1361000-1362000,0
1:1364500-1365500,0.935
1:1383500-1384500,0.7967145790554415
1:1386500-1387500,0.7817919075144508
1:1389500-1390500,0.885
1:1390000-1391000,0.8714859437751004
1:1392500-1393500,0
1:1394500-1395500,0.9233128834355828
1:1395500-1396500,0.924187725631769
1:140000-141000,0.8116883116883117
1:1401000-1402000,0.9
1:1412500-1413500,0.9437185929648241
1:1416000-1417000,0.9048086359175662
1:1418000-1419000,0.8404255319148937
